#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1878C
#Date Time: 2024-04-19 11:21:02.549
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 9.7 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
0.00018774,0.4023363775466242,-9.25450949548225
0.00018837,0.4023363775466242,-9.199315733156691
0.000189,0.4023363775466242,-9.155160723296245
0.00018963,0.4023363775466242,-9.096287376815649
0.00019026,0.398619070280318,-9.041093614490091
0.00019089,0.398619070280318,-8.996938604629644
0.00019152,0.398619070280318,-8.952783594769198
0.00019215,0.398619070280318,-8.908628584908751
0.00019278,0.4023363775466242,-8.868153159203342
0.00019341,0.4023363775466242,-8.831357317652969
0.00019404,0.398619070280318,-8.79088189194756
0.00019467,0.398619070280318,-8.750406466242151
0.0001953,0.398619070280318,-8.720969793001853
0.00019593,0.4023363775466242,-8.816638981032821
0.00019656,0.3949017630140116,-8.908628584908751
0.00019719,0.3949017630140116,-9.004297772939719
0.00019782,0.398619070280318,-9.070530287730389
0.00019845,0.4023363775466242,-9.151481139141207
0.00019908,0.4023363775466242,-9.210354485621803
0.00019971,0.4023363775466242,-9.276587000412473
0.00020034,0.4023363775466242,-9.320742010272919
0.00020097,0.4060536848129305,-9.361217435978329
0.0002016,0.4060536848129305,-9.390654109218627
0.00020223,0.4023363775466242,-9.420090782458924
0.00020286,0.398619070280318,-9.434809119079073
0.00020349,0.398619070280318,-9.445847871544185
0.00020412,0.3949017630140116,-9.445847871544185
0.00020475,0.3949017630140116,-9.442168287389148
0.00020538,0.3949017630140116,-9.431129534924036
0.00020601,0.398619070280318,-9.409052029993813
0.00020664,0.398619070280318,-9.379615356753515
0.00020727,0.398619070280318,-9.339139931048106
0.0002079,0.398619070280318,-9.294984921187659
0.00020853,0.4060536848129305,-9.239791158862101
